NASDAQ Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,NASDAQ,Common Stock
DISTW,Distoken Acquisition Corporation - Warrant,G,N,N,100,N,N,NASDAQ,No
DIVD,Altrius Global Dividend ETF,G,N,N,100,Y,N,NASDAQ,No
DJCO,Daily Journal Corp. (S.C.) - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DKDCA,Data Knights Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DKDCU,Data Knights Acquisition Corp. - Unit,S,N,N,100,N,N,NASDAQ,No
DKDCW,Data Knights Acquisition Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
DKNG,DraftKings Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DLHC,DLH Holdings Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DLO,DLocal Limited - Class A Common Shares,Q,N,N,100,N,N,NASDAQ,No
DLPN,"Dolphin Entertainment, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DLTH,Duluth Holdings Inc. - Class B Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DLTR,"Dollar Tree, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DMAC,DiaMedica Therapeutics Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DMAQ,Deep Medicine Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DMAQR,Deep Medicine Acquisition Corp. - Rights,S,N,N,100,N,N,NASDAQ,No
DMAT,Global X Disruptive Materials ETF,G,N,N,100,Y,N,NASDAQ,No
DMK,DMK Pharmaceuticals Corporation - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100,N,N,NASDAQ,No
DMRC,Digimarc Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DMTK,"DermTech, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DMXF,iShares ESG Advanced MSCI EAFE ETF,G,N,N,100,Y,N,NASDAQ,No
DNLI,Denali Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
DNUT,"Krispy Kreme, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DOCU,"DocuSign, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DOGZ,Dogness (International) Corporation - Class A Common Stock,G,N,D,100,N,N,NASDAQ,Yes
DOMH,Dominari Holdings Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DOMO,"Domo, Inc. - Class B Common Stock",G,N,N,100,N,N,NASDAQ,Yes
DOOO,BRP Inc. - Common Subordinate Voting Shares,Q,N,N,100,N,N,NASDAQ,No
DORM,"Dorman Products, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DOX,Amdocs Limited - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
DOYU,DouYu International Holdings Limited - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
DPCS,DP Cap Acquisition Corp I - Class A Ordinary Shares,G,N,D,100,N,N,NASDAQ,No
DPCSU,DP Cap Acquisition Corp I - Unit,G,N,D,100,N,N,NASDAQ,No
DPCSW,DP Cap Acquisition Corp I - Warrants,G,N,D,100,N,N,NASDAQ,No
DPRO,Draganfly Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DRCTW,"Direct Digital Holdings, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
DRIO,DarioHealth Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DRIV,Global X Autonomous & Electric Vehicles ETF,G,N,N,100,Y,N,NASDAQ,No
DRMA,"Dermata Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DRMAW,"Dermata Therapeutics, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
DRRX,DURECT Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DRS,"Leonardo DRS, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
DRTSW,Alpha Tau Medical Ltd. - Warrant,S,N,N,100,N,N,NASDAQ,No
DRUG,Bright Minds Biosciences Inc. - common stock,S,N,N,100,N,N,NASDAQ,Yes
DRVN,Driven Brands Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DSGN,"Design Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DSGR,"Distribution Solutions Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DSGX,The Descartes Systems Group Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DSKE,"Daseke, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DSP,Viant Technology Inc. - common stock,Q,N,N,100,N,N,NASDAQ,Yes
DSWL,"Deswell Industries, Inc. - Common Shares",G,N,N,100,N,N,NASDAQ,No
DTI,Drilling Tools International Corporation  - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DTIL,"Precision BioSciences, Inc. - Common Stock",Q,N,D,100,N,N,NASDAQ,Yes
DTOC,Digital Transformation Opportunities Corp. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DTOCU,Digital Transformation Opportunities Corp. - Units,S,N,N,100,N,N,NASDAQ,No
DTOCW,Digital Transformation Opportunities Corp. - Warrant,S,N,N,100,N,N,NASDAQ,No
DTSS,Datasea Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
DTST,Data Storage Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
DTSTW,Data Storage Corporation - Warrant,S,N,N,100,N,N,NASDAQ,No
DUET,DUET Acquisition Corp. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
DUETU,DUET Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
DUETW,DUET Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
DUNE,Dune Acquisition Corporation - Class A Common Stock,S,N,D,100,N,N,NASDAQ,Yes
DUNEU,Dune Acquisition Corporation - Unit,S,N,D,100,N,N,NASDAQ,No
DUNEW,Dune Acquisition Corporation - Warrant,S,N,D,100,N,N,NASDAQ,No
DUO,Fangdd Network Group Ltd. - American Depositary Shares,G,N,N,100,N,N,NASDAQ,No
DUOL,"Duolingo, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DUOT,"Duos Technologies Group, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,G,N,N,100,Y,N,NASDAQ,No
DVAX,Dynavax Technologies Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DVLU,First Trust Dorsey Wright Momentum & Value ETF,G,N,N,100,Y,N,NASDAQ,No
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,G,N,N,100,Y,N,NASDAQ,No
DVY,iShares Select Dividend ETF,G,N,N,100,Y,N,NASDAQ,No
DWAC,Digital World Acquisition Corp. - Class A Common Stock,G,N,E,100,N,N,NASDAQ,Yes
DWACU,Digital World Acquisition Corp. - Units,G,N,E,100,N,N,NASDAQ,No
DWACW,Digital World Acquisition Corp. - Warrants,G,N,E,100,N,N,NASDAQ,No
DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,G,N,N,100,Y,N,NASDAQ,No
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,G,N,N,100,Y,N,NASDAQ,No
DWMC,AdvisorShares Dorsey Wright Small Company ETF,G,N,N,100,Y,N,NASDAQ,No
DWSH,AdvisorShares Dorsey Wright Short ETF,G,N,N,100,Y,N,NASDAQ,No
DWSN,Dawson Geophysical Company - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,G,N,N,100,Y,N,NASDAQ,No
DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DXGE,WisdomTree Germany Hedged Equity Fund,G,N,N,100,Y,N,NASDAQ,No
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,G,N,N,100,Y,N,NASDAQ,No
DXLG,"Destination XL Group, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
DXPE,"DXP Enterprises, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DXR,Daxor Corporation - Closed End Fund,S,N,N,100,N,N,NASDAQ,No
DXYN,"The Dixie Group, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
DYAI,"Dyadic International, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
DYN,"Dyne Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
DYNT,Dynatronics Corporation - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
DYTA,SGI Dynamic Tactical ETF,G,N,N,100,Y,N,NASDAQ,No
DZSI,DZS Inc. - Common Stock,S,N,E,100,N,N,NASDAQ,Yes
EA,Electronic Arts Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EAC,Edify Acquisition Corp. - Class A Common Stock,S,N,D,100,N,N,NASDAQ,Yes
EACPU,Edify Acquisition Corp. - Units,S,N,D,100,N,N,NASDAQ,No
EACPW,Edify Acquisition Corp. - Warrant,S,N,D,100,N,N,NASDAQ,No
EAR,"Eargo, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EAST,"Eastside Distilling, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EBAY,eBay Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EBC,"Eastern Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EBET,"EBET, INC. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EBIX,"Ebix, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EBIZ,Global X E-commerce ETF,G,N,N,100,Y,N,NASDAQ,No
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
EBTC,Enterprise Bancorp Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ECBK,"ECB Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ECOR,"electroCore, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,G,N,N,100,Y,N,NASDAQ,No
ECPG,Encore Capital Group Inc - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ECX,ECARX Holdings Inc. - Class A Ordinary shares,G,N,N,100,N,N,NASDAQ,No
ECXWW,ECARX Holdings Inc. - Warrants,S,N,N,100,N,N,NASDAQ,No
EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",G,N,N,100,N,N,NASDAQ,No
EDBL,Edible Garden AG Incorporated - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
EDBLW,Edible Garden AG Incorporated - Warrant,S,N,N,100,N,N,NASDAQ,No
EDIT,"Editas Medicine, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EDOC,Global X Telemedicine & Digital Health ETF,G,N,N,100,Y,N,NASDAQ,No
EDRY,EuroDry Ltd. - Common Shares,S,N,N,100,N,N,NASDAQ,No
EDSA,"Edesa Biotech, Inc. - Common Shares",S,N,D,100,N,N,NASDAQ,No
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,S,N,N,100,N,N,NASDAQ,No
EDUC,Educational Development Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
EDUT,Global X Education ETF,G,N,N,100,Y,N,NASDAQ,No
EEFT,"Euronet Worldwide, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EEIQ,EpicQuest Education Group International Limited - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
EEMA,iShares MSCI Emerging Markets Asia ETF,G,N,N,100,Y,N,NASDAQ,No
EFAS,Global X MSCI SuperDividend EAFE ETF,G,N,N,100,Y,N,NASDAQ,No
EFHT,EF Hutton Acquisition Corporation I - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
EFHTR,EF Hutton Acquisition Corporation I - Rights,G,N,N,100,N,N,NASDAQ,No
EFHTW,EF Hutton Acquisition Corporation I - Warrant,G,N,N,100,N,N,NASDAQ,No
EFOI,"Energy Focus, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
EFRA,iShares Environmental Infrastructure and Industrials ETF,G,N,N,100,Y,N,NASDAQ,No
EFSC,Enterprise Financial Services Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100,N,N,NASDAQ,No
EFTR,"eFFECTOR Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EFTRW,"eFFECTOR Therapeutics, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
EGAN,eGain Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
EGBN,"Eagle Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
EGHT,8x8 Inc - Common stock,Q,N,N,100,N,N,NASDAQ,Yes
EGIO,"Edgio, Inc. - Common Stock",Q,N,D,100,N,N,NASDAQ,Yes
EGLX,Enthusiast Gaming Holdings Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
EGRX,"Eagle Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EH,EHang Holdings Limited - ADS,G,N,N,100,N,N,NASDAQ,No
EHTH,"eHealth, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EIGR,"Eiger BioPharmaceuticals, Inc. - Common Stock",G,N,D,100,N,N,NASDAQ,Yes
EJH,E-Home Household Service Holdings Limited - Ordinary shares,S,N,D,100,N,N,NASDAQ,No
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,G,N,N,100,Y,N,NASDAQ,No
EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ELBM,Electra Battery Materials Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ELEV,"Elevation Oncology, Inc. - Common stock",Q,N,N,100,N,N,NASDAQ,Yes
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ELSE,"Electro-Sensors, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ELTK,Eltek Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ELTX,"Elicio Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ELUT,"Elutia, Inc. - Class A Common Stock",S,N,D,100,N,N,NASDAQ,Yes
ELVA,Electrovaya Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ELWS,"Earlyworks Co., Ltd. - American Depositary Shares",S,N,N,100,N,N,NASDAQ,No
ELYM,"Eliem Therapeutics, Inc - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ELYS,"Elys Game Technology, Corp.  - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EM,Smart Share Global Limited - American Depositary Shares,Q,N,D,100,N,N,NASDAQ,No
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,G,N,N,100,Y,N,NASDAQ,No
EMBC,Embecta Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,G,N,N,100,Y,N,NASDAQ,No
EMCG,Embrace Change Acquisition Corp - Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
EMCGR,Embrace Change Acquisition Corp - Rights,G,N,N,100,N,N,NASDAQ,No
EMCGU,Embrace Change Acquisition Corp - Units,G,N,N,100,N,N,NASDAQ,No
EMCGW,Embrace Change Acquisition Corp - Warrants,G,N,N,100,N,N,NASDAQ,No
EMIF,iShares Emerging Markets Infrastructure ETF,G,N,N,100,Y,N,NASDAQ,No
EMKR,EMCORE Corporation - Common Stock,G,N,D,100,N,N,NASDAQ,Yes
EML,Eastern Company (The) - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
EMLD,FTAC Emerald Acquisition Corp. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
EMLDU,FTAC Emerald Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
EMLDW,FTAC Emerald Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
EMXC,iShares MSCI Emerging Markets ex China ETF,G,N,N,100,Y,N,NASDAQ,No
EMXF,iShares ESG Advanced MSCI EM ETF,G,N,N,100,Y,N,NASDAQ,No
ENCP,Energem Corp - Class A Ordinary Shares,G,N,D,100,N,N,NASDAQ,No
ENCPU,Energem Corp - Unit,G,N,D,100,N,N,NASDAQ,No
ENCPW,Energem Corp - Warrant,G,N,D,100,N,N,NASDAQ,No
ENER,Accretion Acquisition Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ENERR,Accretion Acquisition Corp. - Right,G,N,N,100,N,N,NASDAQ,No
ENERU,Accretion Acquisition Corp. - Unit,G,N,N,100,N,N,NASDAQ,No
ENERW,Accretion Acquisition Corp. - Warrant,G,N,N,100,N,N,NASDAQ,No
ENG,ENGlobal Corporation - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
ENLV,Enlivex Therapeutics Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
ENPH,"Enphase Energy, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ENSC,"Ensysce Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ENSG,"The Ensign Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ENTG,"Entegris, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ENTX,Entera Bio Ltd. - Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
ENVB,"Enveric Biosciences, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ENVX,Enovix Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ENZL,iShares MSCI New Zealand ETF,G,N,N,100,Y,N,NASDAQ,No
EOLS,"Evolus, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
EOSEW,"Eos Energy Enterprises, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
EPIX,ESSA Pharma Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
EPOW,"Sunrise New Energy Co., Ltd - Ordinary Shares",S,N,N,100,N,N,NASDAQ,No
EPSN,Epsilon Energy Ltd. - Common Shares,G,N,N,100,N,N,NASDAQ,No
EQ,"Equillium, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EQIX,"Equinix, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EQRR,ProShares Equities for Rising Rates ETF,G,N,N,100,Y,N,NASDAQ,No
EQRX,"EQRx, Inc.  - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EQRXW,"EQRx, Inc.  - Warrant",G,N,N,100,N,N,NASDAQ,No
ERAS,"Erasca, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ERET,iShares Environmentally Aware Real Estate ETF,G,N,N,100,Y,N,NASDAQ,No
ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,Q,N,N,100,N,N,NASDAQ,No
ERIE,Erie Indemnity Company - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
ERII,"Energy Recovery, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
ERNA,Eterna Therapeutics Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,Yes
ESAC,ESGEN Acquisition Corporation - Class A Ordinary Shares,G,N,D,100,N,N,NASDAQ,No
ESACU,ESGEN Acquisition Corporation - Unit,G,N,D,100,N,N,NASDAQ,No
ESACW,ESGEN Acquisition Corporation - Warrants,G,N,D,100,N,N,NASDAQ,No
ESCA,"Escalade, Incorporated - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ESEA,Euroseas Ltd. - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ESGD,iShares ESG Aware MSCI EAFE ETF,G,N,N,100,Y,N,NASDAQ,No
ESGE,iShares ESG Aware MSCI EM ETF,G,N,N,100,Y,N,NASDAQ,No
ESGL,ESGL Holdings Limited - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,No
ESGLW,ESGL Holdings Limited - Warrants,G,N,N,100,N,N,NASDAQ,No
ESGR,Enstar Group Limited - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
ESGRO,"Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E",Q,N,N,100,N,N,NASDAQ,No
ESGRP,Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Q,N,N,100,N,N,NASDAQ,No
ESGU,iShares ESG Aware MSCI USA ETF,G,N,N,100,Y,N,NASDAQ,No
ESHA,ESH Acquisition Corp. - Class A Common Stock,G,N,N,100,N,N,NASDAQ,Yes
ESHAR,ESH Acquisition Corp. - Right,G,N,N,100,N,N,NASDAQ,No
ESLT,Elbit Systems Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,No
ESMV,iShares ESG MSCI USA Min Vol Factor ETF,G,N,N,100,Y,N,NASDAQ,No
ESOA,Energy Services of America Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
ESPO,VanEck Video Gaming and eSports ETF,G,N,N,100,Y,N,NASDAQ,No
ESPR,"Esperion Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
ESSA,"ESSA Bancorp, Inc. - common stock",Q,N,N,100,N,N,NASDAQ,Yes
ESTA,Establishment Labs Holdings Inc. - Common Shares,S,N,N,100,N,N,NASDAQ,No
ETAO,"Etao International Co., Ltd. - Ordinary Shares",S,N,D,100,N,N,NASDAQ,No
ETEC,iShares Breakthrough Environmental Solutions ETF,G,N,N,100,Y,N,NASDAQ,No
ETNB,"89bio, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
ETSY,"Etsy, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EUDA,Euda Health Holdings Limited - Ordinary Shares,S,N,D,100,N,N,NASDAQ,No
EUDAW,Euda Health Holdings Limited - Warrant,S,N,D,100,N,N,NASDAQ,No
EUFN,iShares MSCI Europe Financials ETF,G,N,N,100,Y,N,NASDAQ,No
EVAX,Evaxion Biotech A/S - American Depositary Share,S,N,N,100,N,N,NASDAQ,No
EVBG,"Everbridge, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EVCM,EverCommerce Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EVER,"EverQuote, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EVGN,Evogene Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,No
EVGO,EVgo Inc. - Common Stock,Q,N,D,100,N,N,NASDAQ,Yes
EVGOW,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",Q,N,D,100,N,N,NASDAQ,Yes
EVGR,Evergreen Corporation - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,No
EVGRU,Evergreen Corporation - Unit,G,N,N,100,N,N,NASDAQ,No
EVGRW,Evergreen Corporation - Warrant,G,N,N,100,N,N,NASDAQ,No
EVLO,"Evelo Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,Yes
EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",S,N,N,100,N,N,NASDAQ,No
EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,G,N,N,100,Y,N,NASDAQ,No
EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,Q,N,N,100,N,N,NASDAQ,No
EVOK,"Evoke Pharma, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
EVRG,"Evergy, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EVTV,"Envirotech Vehicles, Inc. - Common stock",S,N,E,100,N,N,NASDAQ,Yes
EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EWCZ,"European Wax Center, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EWEB,Global X Emerging Markets Internet & E-commerce ETF,G,N,N,100,Y,N,NASDAQ,No
EWJV,iShares MSCI Japan Value ETF,G,N,N,100,Y,N,NASDAQ,No
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",Q,N,D,100,N,N,NASDAQ,Yes
EWZS,iShares MSCI Brazil Small-Cap ETF,G,N,N,100,Y,N,NASDAQ,No
EXAI,Exscientia Plc - American Depositary Shares,Q,N,N,100,N,N,NASDAQ,No
EXAS,Exact Sciences Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,Yes
EXC,Exelon Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,Yes
EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXFY,"Expensify, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXLS,"ExlService Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXPD,"Expeditors International of Washington, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXPE,"Expedia Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXPI,"eXp World Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EXPO,"Exponent, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EXTR,"Extreme Networks, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EYE,"National Vision Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,Yes
EYEN,"Eyenovia, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,Yes
EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,Yes
EZFL,"EzFill Holdings, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,Yes
